"Dr. David Graham of the Veterans Administration O Center in Houston , who has also studied the new drug , said some experts are concerned about the long-term effects of shutting down acid secretion almost completely .",David Graham,work for,Veterans Administration O Center
"Dr. David Graham of the Veterans Administration O Center in Houston , who has also studied the new drug , said some experts are concerned about the long-term effects of shutting down acid secretion almost completely .",Veterans Administration O Center,organization based in,Houston
"Linguist Phillip Lieberman of Brown Univeristy in Providence , R.I. , was quoted as saying : ` ` At this point , the Kebara hyoid doesn 't tell us anything about the evolution of speech and language. ' '",Phillip Lieberman,work for,Brown Univeristy
"Linguist Phillip Lieberman of Brown Univeristy in Providence , R.I. , was quoted as saying : ` ` At this point , the Kebara hyoid doesn 't tell us anything about the evolution of speech and language. ' '",Phillip Lieberman,organization based in,Providence
"Linguist Phillip Lieberman of Brown Univeristy in Providence , R.I. , was quoted as saying : ` ` At this point , the Kebara hyoid doesn 't tell us anything about the evolution of speech and language. ' '",Phillip Lieberman,organization based in,R.I.
"Linguist Phillip Lieberman of Brown Univeristy in Providence , R.I. , was quoted as saying : ` ` At this point , the Kebara hyoid doesn 't tell us anything about the evolution of speech and language. ' '",Phillip Lieberman,organization based in,R.I.
"Linguist Phillip Lieberman of Brown Univeristy in Providence , R.I. , was quoted as saying : ` ` At this point , the Kebara hyoid doesn 't tell us anything about the evolution of speech and language. ' '",Phillip Lieberman,organization based in,R.I.
"Linguist Phillip Lieberman of Brown Univeristy in Providence , R.I. , was quoted as saying : ` ` At this point , the Kebara hyoid doesn 't tell us anything about the evolution of speech and language. ' '",Providence,organization based in,R.I.
"Chris Herr , shearer for the winning Wool Wizards , finished his sheep first in about 2 -LCB- minutes .",Chris Herr,work for,Wool Wizards
"If there has been an undisputed rookie of the season it has been Camden Yards , home of the Baltimore Orioles , a distinguished new-old stadium built on the spot where Babe Ruth is believed to have been born and nestling majestically among the warehouses of the inner city .",Babe Ruth,birthplace location of,Camden Yards
"As to what should be the priority and how decisions should be made , the regime in power can decide about that. ( passage omitted on Ozawa 's assessment of postwar politics ) What Kind of Person Is "" Ichiro Ozawa "" ? ( Oikawa ) Some people are accusing you of forming a dual power structure in the ruling coalition in the same way as Kakuei Tanaka and Noboru Takeshita of the Liberal Democratic Party ( LDP ) did in the past .",Kakuei Tanaka,work for,Liberal Democratic Party
"As to what should be the priority and how decisions should be made , the regime in power can decide about that. ( passage omitted on Ozawa 's assessment of postwar politics ) What Kind of Person Is "" Ichiro Ozawa "" ? ( Oikawa ) Some people are accusing you of forming a dual power structure in the ruling coalition in the same way as Kakuei Tanaka and Noboru Takeshita of the Liberal Democratic Party ( LDP ) did in the past .",Noboru Takeshita,work for,Liberal Democratic Party
"James Dickey , Georgia born , has been writer in residence at the University of South Carolina for 23 years now .",James Dickey,born in,Georgia
The Warren Commission later concluded that Oswald shot Kennedy from a sniper 's perch in the Texas Schoolbook Depository building on the edge of downtown Dallas .,Oswald,kill,Kennedy
"It is also known that Booth wore false whiskers when he arrived at the doctor 's house after shooting Lincoln , and it is possible that Mudd didn 't recognize Booth .",Booth,kill,Lincoln
"The shipment of beef , worth about $100 , 000 , was processed by Cox Packing Co. in Devine , near San Antonio , and being sent to TSW Meats Ltd. of Liverpool .",Cox Packing Co.,organization based in,Devine
"The shipment of beef , worth about $100 , 000 , was processed by Cox Packing Co. in Devine , near San Antonio , and being sent to TSW Meats Ltd. of Liverpool .",TSW Meats Ltd.,organization based in,Liverpool
"Gallup Indian Center , N.M. ;",Gallup Indian Center,located in,N.M.
"Smith said there have been a number of successful civil cases against gun retailers in other states , including a recent judgment against K mart in a similar case in St. Claire Shores , Mich .",K mart,involved in legal case in,St. Claire Shores
"Smith said there have been a number of successful civil cases against gun retailers in other states , including a recent judgment against K mart in a similar case in St. Claire Shores , Mich .",K mart,organization based in,Mich .
"Smith said there have been a number of successful civil cases against gun retailers in other states , including a recent judgment against K mart in a similar case in St. Claire Shores , Mich .",St. Claire Shores,located in,Mich .
"His descendants founded the Minox company in Heuchelheim on Jan. 3 , 1949 .",Minox company,organization based in,Heuchelheim
"Author Jim Moore was invited to argue his viewpoint : that Oswald , acting alone , killed Kennedy. ;",Minox company,organization based in,Heuchelheim
"( Text ) Hefei , February 11 ( XINHUA ) -- Wherever you travel across the country , you are likely to find farmers from Anhui Province working on construction sites , in markets or fields , or serving as housekeepers .",XINHUA,organization based in,Hefei
"U.S. diplomat Felix S. Bloch , suspected of spying for the Soviets , sipped grapefruit juice and calmly watched for 45 minutes as a foreign correspondent showed him videotapes and clippings of how his story is being told in his native Austria.",Felix S. Bloch,work for,U.S.
Bork agreed there was an irony in his appearance since the man confirmed for the seat Bork had been up for _ Anthony M. Kennedy _ voted with the majority in the Supreme Court 's 5-4 ruling that flag burning is protected free speech.,Anthony M. Kennedy,work for,Supreme Court
"( Text ) We have learned from a reliable source that Jean-Verdy Bastien , owner of the Celeste Borlette Banks and the private radio station Celeste FM , was assassinated on the night of 4 May at about 2200 in upper Delmas .",Jean-Verdy Bastien,owner,Celeste Borlette Banks
"( Text ) We have learned from a reliable source that Jean-Verdy Bastien , owner of the Celeste Borlette Banks and the private radio station Celeste FM , was assassinated on the night of 4 May at about 2200 in upper Delmas .",Jean-Verdy Bastien,owner of,Celeste FM
"If family tradition claims a connection to Jesse James , for example , as many Midwestern families ' histories do , start your research about Jesse James in an encyclopedia , which will tell you he was born near Kearney ( then Centerville ) in Clay County , Mo. , on Sept. 5 , 1847 , and died in St. Joseph , Mo. , on April 3 , 1882 , and that his family was originally from Kentucky .",Jesse James,born in,Kearney
"If family tradition claims a connection to Jesse James , for example , as many Midwestern families ' histories do , start your research about Jesse James in an encyclopedia , which will tell you he was born near Kearney ( then Centerville ) in Clay County , Mo. , on Sept. 5 , 1847 , and died in St. Joseph , Mo. , on April 3 , 1882 , and that his family was originally from Kentucky .",Jesse James,born in,Centerville
"If family tradition claims a connection to Jesse James , for example , as many Midwestern families ' histories do , start your research about Jesse James in an encyclopedia , which will tell you he was born near Kearney ( then Centerville ) in Clay County , Mo. , on Sept. 5 , 1847 , and died in St. Joseph , Mo. , on April 3 , 1882 , and that his family was originally from Kentucky .",Jesse James,born in,Centerville
"` ` This is the first time someone brought back tangible evidence of these aircraft , ' ' said Epps , owner of Epps Aviation at suburban DeKalb Peachtree Airport , where the expedition returned in a DC-3 Monday.",Epps,owner of,Epps Aviation
"` ` This is the first time someone brought back tangible evidence of these aircraft , ' ' said Epps , owner of Epps Aviation at suburban DeKalb Peachtree Airport , where the expedition returned in a DC-3 Monday.",Epps Aviation,organization based in,DeKalb Peachtree Airport
Croatia 's Granic Admits Downed Planes Took Off From Croatia LD0303083794 Moscow ITAR-TASS in English 0729 GMT 3 Mar 94,Granic,organization based in,Croatia
Croatia 's Granic Admits Downed Planes Took Off From Croatia LD0303083794 Moscow ITAR-TASS in English 0729 GMT 3 Mar 94,Granic,organization based in,Croatia
Remodeling Planned To Improve H-2 Rocket Launch OW2202091394 Tokyo MAINICHI SHIMBUN in Japanese 21 Feb 94 Morning Edition p 11 -- FOR OFFICIAL USE ONLY,MAINICHI SHIMBUN,organization based in,Tokyo
"In 1800 , the 13th president of the United States , Millard Fillmore , was born in Summerhill , N.Y. In 1927 , commercial transatlantic telephone service was inaugurated between New York and London .",MAINICHI SHIMBUN,organization based in,Tokyo
"Last month , Harrington was named honorary president of the Socialist International at its centennial conference in Stockholm , Sweden.",MAINICHI SHIMBUN,organization based in,Tokyo
"A reading of the unpublished "" Written in My Dream by William Carlos Williams "" led to an impromptu lecture by Ginsberg on his fellow New Jersey native , whose use of vernacular and vivid description were a great influence on Ginsberg and other Beat poets .",Ginsberg,fellow native,New Jersey
"Darci Alves Pereira stunned a packed courtroom by admitting he shot Mendes on Dec. 22 , 1988 , shortly after dark outside his home in this remote Amazon town near Bolivia 's border , 2 , 650 miles northwest of Rio de Janeiro .",Darci Alves Pereira,kill,Mendes
"Crews finished cutting a line of bare earth around the blaze early today and expected full control Wednesday , said Forest Service spokeswoman Margie Clack.",Margie Clack.,work for,Forest Service
"Pennsylvania Academy of the Fine Arts , Philadelphia : "" Sculptures by Duane Hanson "" -- Seventeen life-size and extraordinarily lifelike polyvinyl people sculptures created by this Minnesota born artist .",Duane Hanson,born in,Minnesota
"LANCASTER , Ky.",LANCASTER,none,Ky.
"This volume of policy guidance documents , compiled like an encyclopedia and approved by the Chinese Government , expounds the strategy for sustained development in China and will certainly serve as guidance for drawing up long- and medium-range economic and social development plans for China .",Chinese Government,organization based in,China
"This volume of policy guidance documents , compiled like an encyclopedia and approved by the Chinese Government , expounds the strategy for sustained development in China and will certainly serve as guidance for drawing up long- and medium-range economic and social development plans for China .",Chinese Government,organization based in,China
"One year ago : Senate minority leader Bob Dole formally announced his bid for the Republican presidential nomination during a visit to his hometown of Russell , Kan .",Bob Dole,hometown,"Russell , Kan"
"George Washington ( first President ) : Born Feb. 22 , 1732 , in Westmoreland County .",George Washington,born in,Westmoreland County
""" We didn 't get a lot of the test objectives done , "" Col. Harold Richardson of the U.S. Strategic Defense Initiative Office told the U.S. magazine Defense News .",Harold Richardson,work for,U.S. Strategic Defense Initiative Office
"On the eve of Clinton 's visit Madeleine Albright , U.S. representative to the United Nations , and John Shalikashvili , chairman of the Joint Chiefs of Staff , are going to see the East Europeans in order to prepare them properly to take on board the U.S. plan .",John Shalikashvili,work for,Joint Chiefs of Staff
Bangkok THE NATION,THE NATION,organization based in,Bangkok
"The Warren Commission 's central conclusion , that Mr Kennedy was killed by Lee Harvey Oswald acting alone , has been backed up by most serious inquiries since then , with the exception of a 1979 House of Representatives select committee chaired by Mr Louis Stokes , an Ohio Democrat , which found that a second gunman probably fired at Mr Kennedy and missed .",Lee Harvey Oswald,kill,Mr Kennedy
"Ciacelli 's latest headway has been with the Dallas County Historical Association , which he has spoken to about taking over a floor of the Book Depository , from where Lee Harvey Oswald supposedly shot Kennedy .",Lee Harvey Oswald,kill,Kennedy
Officials in Perugia in Umbria province said five people were arrested there Tuesday night after police stopped their car and found $1 million in bogus bills in the trunk .,Perugia,located in,Umbria
"But Bowier said it was not surprising because of ` ` extremely cordial relations ' ' that existed between the newspaper and former President William Tolbert , assassinated in an April 1980 coup led by Gen. Samuel K. Doe .",Gen. Samuel K. Doe,kill,President William Tolbert
"A 1 , 500-pound copy of the Goddess of Democracy was toppled from its Chinatown perch , but an artist said the statue erected to protest the bloody Beijing crackdown will be quickly rebuilt.",Goddess of Democracy,located in,Chinatown
"Pereira 's father , rancher Darly Alves da Silva , was convicted of planning the shotgun slaying of Mendes , an internationally known crusader for the preservation of the Amazon forest from destruction by ranchers and loggers .",Darly Alves da Silva,kill,Mendes
"Although Sirhan shot Kennedy in full view of numerous spectators , controversy arose later about how many shots were fired and whether a second gunman was involved .",Sirhan,kill,Kennedy
"The mounting debt exasperated U.N. Secretary-General Javier Perez de Cuellar as the world body embarked on new , costly peacekeeping ventures .",Javier Perez de Cuellar,work for,U.N.
"Very strong south winds accompanied the storm system , with 50-to 70-mph wind gusts reported near Grande Isle and St. Albans , Vt. , blowing down a large radio tower and causing several power outages .",Grande Isle,none,Vt.
"Very strong south winds accompanied the storm system , with 50-to 70-mph wind gusts reported near Grande Isle and St. Albans , Vt. , blowing down a large radio tower and causing several power outages .",St. Albans,located in,Vt.
"The Congress , as an institution and as one of the three state branches , is willing to respect and always obey the legal opinions handed down by any court that has jurisdiction. ( Unidentified reporter ) What is your opinion about the paid advertisement by Alvaro Arzu , one of the secretaries of the National Vanguard Party ( PAN ) , who points out that the corruption in Congress and... ( Second unidentified reporter , interrupting ) Saying it is responsible for the whole crisis... ( Villar Anleu , interrupting ) I say what I have always said : We respect the opinion of any Guatemalan citizen .",Alvaro Arzu,work for,National Vanguard Party
"( Excerpts ) In Djibouti , a demonstration in the Afar district of Arhiba was violently repressed by the police this morning. ( passage omitted ) Djama Elabe , the chairman of the Party for Democratic Renewal , is outraged at what happened .",Afar district,location in,Djibouti
"( Excerpts ) In Djibouti , a demonstration in the Afar district of Arhiba was violently repressed by the police this morning. ( passage omitted ) Djama Elabe , the chairman of the Party for Democratic Renewal , is outraged at what happened .",Afar district,location of,Arhiba
"( Excerpts ) In Djibouti , a demonstration in the Afar district of Arhiba was violently repressed by the police this morning. ( passage omitted ) Djama Elabe , the chairman of the Party for Democratic Renewal , is outraged at what happened .",Arhiba,location in,Djibouti
"( Excerpts ) In Djibouti , a demonstration in the Afar district of Arhiba was violently repressed by the police this morning. ( passage omitted ) Djama Elabe , the chairman of the Party for Democratic Renewal , is outraged at what happened .",Djama Elabe,chairman of,Party for Democratic Renewal
"Mount Blanc , Western Europe 's highest peak , is 10.6 feet shorter than reported on world maps , the Italian army 's Geographic Institute reported Thursday .",Mount Blanc,highest peak of,Western Europe
"Also being considered are Judge Ralph K. Winter of the 2nd U.S. Circuit Court of Appeals in New York City and Judge Kenneth Starr of the U.S. Circuit Court of Appeals for the District of Columbia , said the source , who spoke on condition of anonymity .",Ralph K. Winter,work for,2nd U.S. Circuit Court of Appeals
"Also being considered are Judge Ralph K. Winter of the 2nd U.S. Circuit Court of Appeals in New York City and Judge Kenneth Starr of the U.S. Circuit Court of Appeals for the District of Columbia , said the source , who spoke on condition of anonymity .",2nd U.S. Circuit Court of Appeals,organization based in,New York City
"Also being considered are Judge Ralph K. Winter of the 2nd U.S. Circuit Court of Appeals in New York City and Judge Kenneth Starr of the U.S. Circuit Court of Appeals for the District of Columbia , said the source , who spoke on condition of anonymity .",Kenneth Starr,work for,U.S. Circuit Court of Appeals
"Also being considered are Judge Ralph K. Winter of the 2nd U.S. Circuit Court of Appeals in New York City and Judge Kenneth Starr of the U.S. Circuit Court of Appeals for the District of Columbia , said the source , who spoke on condition of anonymity .",U.S. Circuit Court of Appeals,organization based in,District of Columbia
"Diplomatic Correspondents Igor Porshnev , Vitaly Trubetskoi and others ) ( Text ) Russia "" resolutely condemns the senseless subversive activity of those , who seek to cast shadow on the elections to the first non-racial parliament in South Africa , "" said the Foreign Ministry spokesman , Grigory Karasin , at Thursday 's ( 28 April ) briefing in Moscow .",Grigory Karasin,work for,Foreign Ministry
"While guiding farmers to work outside Anhui in a planned way , this east China province has set up more than 3 , 000 small towns specially for farmers .",Anhui,part of,China
LD1005194694 Berlin N-TV in German 1900 GMT 10 May 94,N-TV,organization based in,Berlin
Coastal Southern California as well as the eastern half of the Gulf Coast region across northwest Florida to the southern Atlantic Coast will have highs in the 60s .,Florida,part of,Gulf Coast
"` ` Weather like this is awful for restaurants , ' ' said Lou Ray , owner of the Smokehouse cafe in Fontana .",Lou Ray,organization based in,Fontana
NC2005205494 Athens I KATHIMERINI in Greek 20 May 94 p 5,I KATHIMERINI,organization based in,Athens
"In 1879 , humorist Will Rogers was born in Oologah , Okla .",Will Rogers,born in,"Oologah , Okla"
"FRESNO , Calif.",FRESNO,none,Calif.
"Healy president George Malina said he did nt know how any criminal wrongdoing could be found in the accident , which developed out of unanticipated conditions , not out of any willful acts.",George Malina,work for,Healy
Athens I KATHIMERINI,I KATHIMERINI,organization based in,Athens
"The names were picked by actress Cybill Shepherd , a Memphis native and mother of twins herself , from more than 2 , 300 suggestions entered in a contest .",Cybill Shepherd,from,Memphis
"Perez de Cuellar said in December , when he accepted the 1988 Nobel Peace Prize on behalf of U.N. peacekeepers , that the failure of members to pay dues threatens the work of the United Nations .",Perez de Cuellar,work for,U.N.
"Perez de Cuellar said in December , when he accepted the 1988 Nobel Peace Prize on behalf of U.N. peacekeepers , that the failure of members to pay dues threatens the work of the United Nations .",Perez de Cuellar,work for,United Nations
"In 1963 , he was riding in the motorcade with President Kennedy when Kennedy was fatally shot by Lee Harvey Oswald in Dallas. ;",Lee Harvey Oswald,kill,Kennedy
Farley attorney Stephen Greiner contended during Wednesday 's 90-minute hearing that the pill ` ` is a device by which the board of directors of West Point says nobody can buy more than 10 percent. ' ',Stephen Greiner,work for,Farley
"( Excerpts ) Knin , 12 Feb ( TANJUG ) -- The constitutive session of the new ( Serb ) Krajina parliament has ended with the election of a speaker and two deputy speakers of the assembly , and with the formal swearing into office of Milan Martic as president ( of the RSK ( republic of Serbian Krajina ) ) .",TANJUG,organization based in,Knin
"( Excerpts ) Knin , 12 Feb ( TANJUG ) -- The constitutive session of the new ( Serb ) Krajina parliament has ended with the election of a speaker and two deputy speakers of the assembly , and with the formal swearing into office of Milan Martic as president ( of the RSK ( republic of Serbian Krajina ) ) .",Milan Martic,president of,Krajina
"( Excerpts ) Knin , 12 Feb ( TANJUG ) -- The constitutive session of the new ( Serb ) Krajina parliament has ended with the election of a speaker and two deputy speakers of the assembly , and with the formal swearing into office of Milan Martic as president ( of the RSK ( republic of Serbian Krajina ) ) .",Milan Martic,president of,RSK
"( Excerpts ) Knin , 12 Feb ( TANJUG ) -- The constitutive session of the new ( Serb ) Krajina parliament has ended with the election of a speaker and two deputy speakers of the assembly , and with the formal swearing into office of Milan Martic as president ( of the RSK ( republic of Serbian Krajina ) ) .",Milan Martic,president of,republic of Serbian Krajina
The movie theater where Lee Harvey Oswald was captured following the assassination of President John F. Kennedy has been saved from demolition .,Lee Harvey Oswald,kill,President John F. Kennedy
"( Text ) Bratislava June 22 ( CTK ) -- Slovakia plans its 1995 budget to have a deficit of 12 billion Slovak crowns , making up three percent of GDP , Finance Rudolf Filkus said after a cabinet session last night .",Rudolf Filkus,work for,Slovakia
"Warner , 70 , who owned the failed Home State Savings Bank of Cincinnati , had filed in October 1987 a petition for protection from his creditors under Chapter 11 of the Federal Bankruptcy Act.",Warner,owned,Home State Savings Bank of Cincinnati
944E0738B Moscow PRAVDA in Russia 21 Apr 94 p 2,Moscow,organization based in,Russia
944E0738B Moscow PRAVDA in Russia 21 Apr 94 p 2,PRAVDA,organization based in,Moscow
944E0738B Moscow PRAVDA in Russia 21 Apr 94 p 2,PRAVDA,organization based in,Russia
"HIGH ISLAND , Texas ( AP )",PRAVDA,organization based in,Russia
"One of China 's major agricultural producers , Anhui has about 50 million farmers .",Anhui,region in,China
"DES MOINES , Iowa ( AP )",DES MOINES,none,Iowa
"The winds also overturned trucks on Interstates 10 and 15 , which remained open with traffic moving about 5 mph , said California Highway Patrol Officer James O 'Brien .",James O 'Brien,work for,California Highway Patrol
Sarajevo Radio Bosnia-Herzegovina Network,Radio Bosnia-Herzegovina Network,organization based in,Sarajevo
"` ` Our intent is to ensure that customers have the greatest degree of control possible over the types of information that they and their children can access , ' ' said Department of Public Utilities Chairman Bernice K. McIntyre.",Bernice K. McIntyre.,work for,Department of Public Utilities
VATICAN CITY ( AP ),AP,organization based in,VATICAN CITY
JPL control 's America 's unmanned planetary exploration program for the National Aeronautics and Space Administration.,National Aeronautics and Space Administration.,organization based in,America
"Today 's highlight in history : On Feb. 12 , 1809 , Abraham Lincoln , 16th president of the United States , was born in a log cabin in what is now Larue County , Kentucky .",National Aeronautics and Space Administration.,organization based in,America
"Elsewhere , a downed power line was blamed for a brush fire that charred 200 acres in Orange County , said county Fire Department Capt. Hugh Madlock .",Fire Department,organization based in,Orange County
"Elsewhere , a downed power line was blamed for a brush fire that charred 200 acres in Orange County , said county Fire Department Capt. Hugh Madlock .",Hugh Madlock,work for,Orange County
"Elsewhere , a downed power line was blamed for a brush fire that charred 200 acres in Orange County , said county Fire Department Capt. Hugh Madlock .",Hugh Madlock,work for,Fire Department
"Knight-Ridder Inc. on Thursday announced plans to sell two of its daily newspapers _ the Star-News in Pasadena , Calif. , and the Post-Tribune in Gary , Ind .",Pasadena,located in,Calif.
"Knight-Ridder Inc. on Thursday announced plans to sell two of its daily newspapers _ the Star-News in Pasadena , Calif. , and the Post-Tribune in Gary , Ind .",Gary,organization based in,Ind .
"A blaze south of Kelowna , British Columbia , about 50 miles north of the Washington border , had blackened more than 1 , 400 acres as it burned out of control Tuesday.",Kelowna,located in,British Columbia
"France 's deputy representative , M. Pierre Brochand , expressed similar sentiments .",M. Pierre Brochand,work for,France
Authorities say Oswald opened fire from a sixth-floor window there into Kennedy 's motorcade .,Oswald,kill,Kennedy
"Attacks on Bosnia "" ; as released by The Hague ANP Database ) ( Text ) The Hague , 9 Feb ( ANP ) -- F-16 pilots from the Netherlands Air Force are to begin exercises -- with real bombs -- on Monday ( 7 February ) on the island of Vlieland for two weeks .",ANP,organization based in,The Hague
"Attacks on Bosnia "" ; as released by The Hague ANP Database ) ( Text ) The Hague , 9 Feb ( ANP ) -- F-16 pilots from the Netherlands Air Force are to begin exercises -- with real bombs -- on Monday ( 7 February ) on the island of Vlieland for two weeks .",ANP,organization based in,The Hague
"Dole had pinned his Southern hopes on North Carolina , the home state of his wife , Elizabeth. .",Elizabeth.,home state,North Carolina
"The prime has left for Morocco on an unofficial visit , where he will visit the new mosque in Casablanca .",Casablanca,located in,Morocco
Anthropoligist Dean Falk of State University of New York at Albany supports the Kebara findings in the Science News article.,Dean Falk,work for,State University of New York
Anthropoligist Dean Falk of State University of New York at Albany supports the Kebara findings in the Science News article.,Dean Falk,work for,Albany
Anthropoligist Dean Falk of State University of New York at Albany supports the Kebara findings in the Science News article.,State University of New York,organization based in,Albany
"BAYONNE , France ( AP )",BAYONNE,none,France
"` ` This is exactly what we have been asking for , ' ' said Grover Hartt III , an attorney for the IRS.",Grover Hartt III,work for,IRS.
"In 1805 , Joseph Smith Jr. , the founder of the Mormon Church , was born in Sharon , Vt .",Joseph Smith Jr.,born in,"Sharon , Vt"
Havana Radio Rebelde Network,Radio Rebelde Network,organization based in,Havana
"CARACAS , Venezuela ( AP )",CARACAS,organization based in,Venezuela
"Karadjordjevo "" ) ( Text ) We cannot remember the last time when ( Croatian President ) Franjo Tudjman was so cheery , excited , joyful , euphoric , and even somewhat melancholic , as he was last Wednesday , when in Geneva the declaration on the gradual normalization of the relations between the republic of Croatia and the FRY was signed .",Franjo Tudjman,President of,Croatia
AU0505102194 Munich SUEDDEUTSCHE ZEITUNG in German 5 May 94 p 4,Franjo Tudjman,President of,Croatia
"In 1822 , the 18th President of the United States , Ulysses S. Grant , was born in Point Pleasant , Ohio .",Franjo Tudjman,President of,Croatia
"( Interview with Major Samih al-Sa 'id , Asyut",Samih al-Sa 'id,work for,Asyut
"Mary Campbell , a former Democratic member of the Clover Town Council , got the unasked-for tickets in the mail last month .",Mary Campbell,former member,Clover Town Council
CBS newsman Harry Reasoner is returning to his Iowa hometown to get married Saturday .,Harry Reasoner,from,Iowa
"In a sixth new indictment , Antonio Vasquez Ochoa faces two counts of committing violent crimes in aid of racketeering for the slayings of John Walker and Alberto Radelat on Jan. 30 , 1985 , in Guadalajara .",Antonio Vasquez Ochoa,kill,John Walker
"In a sixth new indictment , Antonio Vasquez Ochoa faces two counts of committing violent crimes in aid of racketeering for the slayings of John Walker and Alberto Radelat on Jan. 30 , 1985 , in Guadalajara .",Antonio Vasquez Ochoa,kill,Alberto Radelat
"Only a few thousand people live in Port Nolloth , one of the few towns in the semi-arid landscape that makes up the northwest corner of South Africa .",Port Nolloth,located in,South Africa
MB0905103594 Johannesburg SAPA in English 1022 GMT 9 May 94,SAPA,organization based in,Johannesburg
"` ` When you 're vice president , you don 't stand on your own , ' ' said Bruce Stewart , superintendent of the Martin Van Buren National Historic Site in Van Buren 's native Kinderhook , 130 miles north of New York City .",Van Buren,native of,Kinderhook
"` ` This constitutes a great first step forward on the path which should provide a return to peace for this country , ' ' said Foreign Roland Dumas of France.",Van Buren,native of,Kinderhook
"Even Lee Harvey Oswald , who shot President Kennedy , seems after manifold investigations to have been a loner .",Lee Harvey Oswald,kill,President Kennedy
"David Leahy , elections supervisor for Dade County , said his 18 percent turnout projection was a guess because there hasn 't been a special congressional election in recent history , and never in August , a vacation month.",David Leahy,work for,Dade County
"But John Wilkes Booth shot Lincoln during the third act , mortally wounding him _ and the rest of the program was canceled.",John Wilkes Booth,kill,Lincoln
"BUENOS AIRES , Argentina ( AP )",BUENOS AIRES,none,Argentina
"Teen-agers , most of whom were born after the release of the 1973 film directed by George Lucas , a Modesto native , said they cruise popular McHenry Avenue in this central California city for the same reasons as their parents : to show off their cars and meet dates .",George Lucas,from,Modesto
"Teen-agers , most of whom were born after the release of the 1973 film directed by George Lucas , a Modesto native , said they cruise popular McHenry Avenue in this central California city for the same reasons as their parents : to show off their cars and meet dates .",McHenry Avenue,located in,California
Lee Mitgang has covered education for the AP since 1981 .,Lee Mitgang,work for,AP
"` ` From the onset , we at the Texas Department of Agriculture felt that more was at stake than steak , and a whole lot more was at stake than growth hormones , ' ' said Texas Agriculture Commissioner Jim Hightower at a news conference Monday.",Texas Department of Agriculture,organization based in,Texas
"` ` From the onset , we at the Texas Department of Agriculture felt that more was at stake than steak , and a whole lot more was at stake than growth hormones , ' ' said Texas Agriculture Commissioner Jim Hightower at a news conference Monday.",Jim Hightower,work for,Texas Department of Agriculture
"` ` From the onset , we at the Texas Department of Agriculture felt that more was at stake than steak , and a whole lot more was at stake than growth hormones , ' ' said Texas Agriculture Commissioner Jim Hightower at a news conference Monday.",Jim Hightower,work for,Texas
"The details : _ ` ` Thirty Seconds Over Tokyo ' ' _ An America demoralized by the surprise and destructive Japanese attack on American forces at Pearl Harbor , Hawaii , on Dec. 7 , 1941 , and the subsequent heavy losses to the Japanese in the first months of the war was electrified by news of the first U.S. bombing raid of Tokyo and other Japanese cities .",Pearl Harbor,located in,Hawaii
"On Monday , the nation will observe the birthday of Martin Luther King Jr. , who was cut down by assassin James Earl Ray in 1968 .",James Earl Ray,kill,Martin Luther King Jr.
"On the Republican side , state Sen. Ileana Ros-Lehtinen concentrated on get-out-the-vote efforts Monday in hopes of winning a majority against opponents led by fellow Cuban-American Carlos Perez , a wealthy activist for conservative causes who was endorsed by former National Security Council aide Oliver North.",Oliver North.,work for,National Security Council
"CEO Director Cesar Augusto Morones Servin stated that his second and most recent poll makes two things clear : the 21 August election will be "" strongly disputed "" and the statistical forecasts are very "" vulnerable . """,Cesar Augusto Morones Servin,work for,CEO
"He said Sirhan had placed himself in a trance during Kennedy 's 1968 slaying and should be judged outside the parameters used for "" normal "" murderers .",Sirhan,kill,Kennedy
"In 1790 , the 10th president of the United States , John Tyler , was born in Charles City County , Va .",Sirhan,kill,Kennedy
"` ` The government stopped capital expenditure , stopped research , stopped maintenance , ' ' said Diana Mondino , a professor at the Argentine Center for Macroeconomic Studies , a business school.",Diana Mondino,work for,Argentine Center for Macroeconomic Studies
"In 1822 , the 19th President of the United States , Rutherford B. Hayes , was born in Delaware , Ohio .",Diana Mondino,work for,Argentine Center for Macroeconomic Studies
Moscow PRAVDA,PRAVDA,organization based in,Moscow
"Minox 's woes are just part of the restructuring of West Germany 's proud camera industry , which has seen the only other two all-German companies , Leica and Rollei , drop out of the amateur automatic focus camera market to concentrate on producing high-priced professional gear .",Minox,organization based in,West Germany
"Minox 's woes are just part of the restructuring of West Germany 's proud camera industry , which has seen the only other two all-German companies , Leica and Rollei , drop out of the amateur automatic focus camera market to concentrate on producing high-priced professional gear .",Leica,organization based in,West Germany
"Minox 's woes are just part of the restructuring of West Germany 's proud camera industry , which has seen the only other two all-German companies , Leica and Rollei , drop out of the amateur automatic focus camera market to concentrate on producing high-priced professional gear .",Rollei,organization based in,West Germany
"According to Fadeyev , groups of specialists , including sappers , have arrived on the scene , where first deputy commander of the Pacific Fleet , Vice Igor Khmelnov is in charge of the clean- up operations .",Igor Khmelnov,work for,Pacific Fleet
Sirhan was convicted of the 1968 California primary election night slaying of Sen. Robert Kennedy at the Ambassador Hotel and remains in prison.,Sirhan,kill,Sen. Robert Kennedy
"Fourth , should the National Assembly refuse to ratify the agreement as demanded by the farmers ' organizations , some civic groups , and the opposition parties , which call for renegotiation , our country would end up withdrawing from the Uruguay structure and being isolated from the international community .",National Assembly,withdraw from,Uruguay
