"Veteran actor Rishi Kapoor died on April 30, 2020. On his 2nd death anniversary, Alia Bhatt, who shared a close bond with him, remembered when she spent quality time with the Kapoor family. Alia posted an old photo of the duo on her Instagram story which also features her husband Ranbir Kapoor and mother-in-law Neetu Kapoor. ""Always and forever,"" she wrote.","['Rishi Kapoor', 'Alia Bhatt', 'Ranbir Kapoor', 'Neetu Kapoor']","['Person', 'Person', 'Person', 'Person']","['Actor', 'Actress', 'Actor', 'Actress']","[['died on April 30, 2020'], [], [], []]","['Rishi Kapoor', 'Alia Bhatt', 'Alia Bhatt']","['Alia Bhatt', 'Ranbir Kapoor', 'Neetu Kapoor']","['Shared a close bond', 'Husband', 'mother-in-law']",,,,,,,,,,,,,,
"Bollywood movie ‚ÄòHeropanti 2‚Äô starring Tiger Shroff, Tara Sutaria as leads alongside Nawazuddin Siddiqui who plays a notorious villain, Laila, was able to collect ‚Çπ7.50 crore on the first day of its release on April 29. The film clocked an occupancy of 25 percent on the opening day, reported India Today. Tiger will next be seen in Vikas Bahl's ‚ÄòGanapath‚Äô.","['Bollywood movie Heropanti 2', 'Tiger Shroff', 'Tara Sutaria', 'Nawazuddin Siddiqui', 'Laila']","['Entertainment', 'Person', 'Person', 'Person', 'Character']","['Movie', 'Actor', 'Actress', 'Actor', 'Fictional Character']","[['April 29 release', '25% occupancy on opening day'], [], [], ['notorious villain'], []]","['Bollywood movie Heropanti 2', 'Bollywood movie Heropanti 2', 'Bollywood movie Heropanti 2', 'Bollywood movie Heropanti 2']","['Tiger Shroff', 'Tara Sutaria', 'Nawazuddin Siddiqui', 'Laila']","['Star', 'Star', 'Plays Villian', 'Character in']",,,,,,,,,,,,,,
"Actor Akshaye Khanna has joined the cast for Ajay Devgn's ‚ÄòDrishyam 2‚Äô. Tabu on Instagram shared a photo with Akshaye Khanna welcoming the new cast of the film and captioned it ‚ÄúDelighted to have a gem of an actor on board for #Drishyam2 Akshaye Khanna #TrulyTalented.‚Äù Ajay Devgn has already started shooting for Drishyam 2, reports India Today.","['Akshaye Khanna', 'Tabu', 'Ajay Devgn', '#Drishyam2']","['Person', 'Person', 'Person', 'Entertainment']","['Actor', 'Actor', 'Actor', 'Movie Sequel']","[[], [], [], []]","['Tabu', 'Akshaye Khanna']","['Akshaye Khanna', '#Drishyam2']","['Welcome', 'Joined Cast']",,,,,,,,,,,,,,
"Amitabh Bachchan penned a handwritten note for Ajay Devgn to congratulate him for 'Runway 34'. Calling it an ""honour"" to be a part of Devgn's directorial venture, Big B wrote, ""The way you have put everything together is simply marvellous."" Ajay responded on Instagram saying, ""It stirs emotions that are a heady mix of gratitude, quiet pride & satisfaction.""","['Amitabh Bachchan', 'Ajay Devgn', 'Runway 34']","['Person', 'Person', 'Entertainment']","['Actor', 'Actor/Director', 'Movie']","[['congratulated ajay devgn for runway 34'], ['received congratulations from amitabh bachchan for runway 34'], []]","['Amitabh Bachchan', 'Ajay Devgn']","['Ajay Devgn', 'Runway 34']","['Congratulated', 'Director']",,,,,,,,,,,,,,
"Marvel Studios has swapped the release dates of its upcoming films, 'Ant-Man and the Wasp: Quantumania' and 'The Marvels'. According to a PTI report, 'Quantumania' will hit the screens on February 17, 2023, and 'The Marvels' will release on July 23, 2023. It was decided as 'Quantumania' finished principal photography and the latter is still under production.","['Marvel Studios', 'Ant-Man and the Wasp: Quantumania', 'The Marvels']","['Organization', 'Entertainment', 'Entertainment']","['Film Production Company', 'Movie', 'Movie']","[[], ['Release Date: February 17, 2023'], ['Release Date: July 23, 2023']]","['Marvel Studios', 'Marvel Studios', 'Ant-Man and the Wasp: Quantumania', 'The Marvels']","['Ant-Man and the Wasp: Quantumania', 'The Marvels', 'February 17, 2023', 'July 23, 2023']","['Producer', 'Producer', 'Release Date', 'Release Date']",,,,,,,,,,,,,,
"Actor Amir Khan‚Äôs daughter Iran Khan took to Instagram to share about her struggles with anxiety. Posting a picture of herself in white pyjamas, she wrote, ‚ÄúI've started getting anxiety attacks...‚Äù She revealed that talking to her boyfriend Nupur Shikhare has helped her and said the attack ‚Äúfeels like impending doom"".","['Amir Khan', 'Iran Khan', 'Nupur Shikhare']","['Person', 'Person', 'Person']","['Actor', 'Person', 'Boyfriend']","[[], ['struggles with anxiety'], []]","['Iran Khan', 'Iran Khan']","['Amir Khan', 'Nupur Shikhare']","['Father', 'Boyfriend']",,,,,,,,,,,,,,
"Ketan R. Kakkad, a retired NRI from the USA and neighbour of Bollywood superstar Salman Khan at the Panvel (Raigad) farmhouse, has slapped Khan with a defamation case, demanding a staggering amount of ‚Çπ295 crore. This move came as a retaliation, as Khan earlier in March 2022 filed a defamation suit against Kakkad.","['Ketan R. Kakkad', 'Salman Khan', 'Panvel (Raigad)']","['Person', 'Person', 'Location']","['Retired NRI', 'Bollywood Superstar', 'City']","[['defamation case against Salman Khan', 'neighbour of Salman Khan'], [], []]","['Ketan R. Kakkad', 'Salman Khan']","['Salman Khan', 'Panvel (Raigad)']","['Defamation Case', 'Farmhouse Location']",,,,,,,,,,,,,,
"The Hindi version of Yash-starrer 'KGF 2' has crossed the ‚Çπ350-crore mark at the box office while it has already grossed over ‚Çπ1,000 crore worldwide. The total collection of its Hindi version in the country now stands at ‚Çπ353.06 crore. The film also stars Sanjay Dutt, Raveena Tandon, Srinidhi Shetty and Prakash Raj.","['Yash', 'Sanjay Dutt', 'Raveena Tandon', 'Srinidhi Shetty', 'Prakash Raj', 'KGF 2']","['Person', 'Person', 'Person', 'Person', 'Person', 'Entertainment']","['Actor', 'Actor', 'Actress', 'Actress', 'Actor', 'Movie']","[[], [], [], [], [], ['grossed over ‚Çpi,000 crore worldwide', 'Hindi version box office collection ‚Çpi353.06 crore']]","['Yash', 'Sanjay Dutt', 'Raveena Tandon', 'Srinidhi Shetty', 'Prakash Raj']","['KGF 2', 'KGF 2', 'KGF 2', 'KGF 2', 'KGF 2']","['Star', 'Star', 'Star', 'Star', 'Star']",,,,,,,,,,,,,,
"Five-time Grammy award-winning singer Naomi Judd died at the age of 76. Judd's daughter, actress Ashley confirmed it on Twitter. ""Today we sisters (Ashley and Wynonna Judd) experienced a tragedy. We lost our beautiful mother to the disease of mental illness. We are shattered,"" she wrote. Naomi was a part of 'The Judds', a band that she formed with Wynonna.","['Naomi Judd', 'Ashley Judd', 'Wynonna Judd', 'The Judds']","['Person', 'Person', 'Person', 'Entertainment']","['Singer', 'Actress', 'Singer', 'Band']","[['5 times grammy winner', 'part of The Judds'], [], [], []]","['Naomi Judd', 'Naomi Judd', 'Ashley Judd']","['Ashley Judd', 'Wynonna Judd', 'Naomi Judd']","['Daughter', 'Partner in The Judds', 'Confirmed death']",,,,,,,,,,,,,,
"Comedian Pete Davidson made a comeback to the stand-up stage after three years and commented on his girlfriend Kim's ex, Kanye West. Davidson joked about Kanye telling him about having AIDS and being convinced because the rapper ""is a genius"", Deadline reported. Davidson also compared Kanye's claymation clip with Will Smith's slap at the Oscars 2022.","['Pete Davidson', 'Kim', 'Kanye West', 'Deadline']","['Person', 'Person', 'Person', 'Media']","['Comedian', 'Reality Star', 'Rapper', 'News Website']","[[], [], [], []]","['Pete Davidson', 'Pete Davidson', 'Davidson']","['Kanye West', 'Kim', 'Deadline']","['Commented on ex', 'Girlfriend', 'Reported by']",,,,,,,,,,,,,,
"Anushka Sharma, who turned 34 on Sunday, spoke about how the 'Chakda Xpress' actress is focusing on choosing the scripts worth staying away from her one-year-old daughter Vamika. ""I feel blessed that I am in a position today to select the type of films that I want to do, which also justifies the time that I will spend away from my child,"" Anushka told IANS.","['Anushka Sharma', 'Vamika', 'Chakda Xpress']","['Person', 'Person', 'Entertainment']","['Actress', 'Child', 'Movie']","[['turned 34 on Sunday'], [], []]","['Anushka Sharma', 'Anushka Sharma']","['Vamika', 'Chakda Xpress']","['mother', 'actress in']",,,,,,,,,,,,,,
"Manmohan Desai's 1981 film 'Naseeb' featured 'John Jani Janardhan', a track which was picturised on Amitabh Bachchan. A star-studded party in the song was for the golden jubilee celebration of Desai's 1977 film 'Dharam Veer'. Do find the hints in the background when you watch it the next time. Also don't miss Dharmendra and Jeetendra's cutouts at the entry.","['Manmohan Desai', 'Amitabh Bachchan', 'Naseeb', 'Dharam Veer', 'Dharmendra', 'Jeetendra']","['Person', 'Person', 'Entertainment', 'Entertainment', 'Person', 'Person']","['Director', 'Actor', 'Film', 'Film', 'Actor', 'Actor']","[[], ['John Jani Janardhan'], [], ['golden jubilee celebration'], [], []]","['Manmohan Desai', 'Manmohan Desai', 'Amitabh Bachchan', 'Dharam Veer', 'Dharam Veer', 'Dharam Veer', 'Dharam Veer']","['Naseeb', 'Dharam Veer', 'Naseeb', 'Party', 'Desai', 'Dharmendra', 'Jeetendra']","['Director', 'Director', 'Actor', 'Golden Jubilee Celebration', 'Produced by', 'Starring', 'Starring']",,,,,,,,,,,,,,
"Dharmendra has been admitted to the ICU at Mumbai's Breach Candy Hospital, ANI tweeted on Sunday night. According to an Indian Express report, a source close to his family said that the 'Sholay' actor was admitted there last week as he had a ""back issue."" ""He is doing fine. There‚Äôs nothing to worry about. He might be discharged tonight,"" the source said.","['Dharmendra', 'Breach Candy Hospital']","['Person', 'Location']","['Actor', 'Hospital']","[['admitted to ICU', 'had back issue'], []]",['Dharmendra'],['Breach Candy Hospital'],['Admitted'],,,,,,,,,,,,,,
"Netflix on Sunday said it decided to cancel Meghan Markle's animated series ‚ÄòPearl‚Äô as the streaming platform hew its animated content. It was planned to be centered on the adventures of a 12-year-old girl, who is inspired by a variety of influential women. The decision to cancel the series came after Netflix reported a loss of 200,000 subscribers.","['Meghan Markle', 'Netflix', 'Pearl']","['Person', 'Organization', 'Entertainment']","['Actress', 'Streaming Platform', 'Animated Series']","[['animated series Pearl'], ['hew its animated content'], []]","['Meghan Markle', 'Netflix']","['Pearl', 'Pearl']","['Creator', 'Producer']",,,,,,,,,,,,,,
"Doordarshan on Saturday won the best in-depth Hindi series award 2022 at the Exchange4media News Broadcasting Awards (ENBA) for a pet show called ‚ÄòBest Friends Forever‚Äô. The show features the relationships between pets and people and also depicts ""how pets not only take the modern-day stress away but are also life-savers"". The show is available on Youtube.","['Doordarshan', 'Best Friends Forever']","['Organization', 'Entertainment']","['Broadcaster', 'TV Show']","[['best in-depth Hindi series award 2022'], ['available on YouTube', 'depicts how pets are life savers']]",['Doordarshan'],['Best Friends Forever'],['Producer'],,,,,,,,,,,,,,
"Actor Dharmendra, who was admitted to Breach Candy Hospital, Mumbai, last week due to a muscle pull, was discharged on Sunday. After returning from the hospital, the actor shared a video on his Instagram, talking about the lesson he had learned. ‚ÄúA person shouldn't overdo things and must know one's own limits‚Äù, he said.","['Dharmendra', 'Breach Candy Hospital']","['Person', 'Location']","['Actor', 'Hospital']","[['muscle pull'], []]","['Dharmendra', 'Dharmendra']","['Breach Candy Hospital', 'Instagram']","['Admitted', 'Shares Video']",,,,,,,,,,,,,,
"Hema Malini on Monday wished husband Dharmendra on their 42nd wedding anniversary and also said that the actor is ""ok now and thankfully back home"" after spending 4 days in hospital with back pain. ""I thank God for all these years of happiness, our darling children and grandchildren, our well wishers everywhere! I feel truly blessed,"" the actress tweeted.","['Hema Malini', 'Dharmendra']","['Person', 'Person']","['Actress', 'Actor']","[['wished husband on 42nd wedding anniversary', 'thankful for 42 years of marriage', 'grandmother'], ['spent 4 days in hospital with back pain']]","['Hema Malini', 'Hema Malini', 'Hema Malini']","['Dharmendra', 'Dharmendra', 'Dharmendra']","['Wife', 'Wished on anniversary', 'Thankful for recovery']",,,,,,,,,,,,,,
"Hollywood Actress Amber Heard has reportedly fired her PR team after being upset over the negative headlines in the defamation trial against ex-husband Johnny Depp. Depp has sued Amber for $50 million, claiming that her allegations of domestic abuse in an op-ed piece against him in 2018 destroyed her career and reputation.","['Amber Heard', 'Johnny Depp']","['Person', 'Person']","['Actress', 'Actor']","[['fired PR team', 'defamation trial against ex-husband Johnny Depp', '$50 million lawsuit by Johnny Depp'], ['$50 million lawsuit against Amber Heard', 'ex-husband of Amber Heard']]","['Amber Heard', 'Johnny Depp', 'Amber Heard']","['Johnny Depp', 'Amber Heard', 'PR team']","['ex-husband', 'suing for $50 million', 'Fired']",,,,,,,,,,,,,,
"Film producer Boney Kapoor on Sunday shared a throwback picture of himself from his school days on Instagram. In the picture, he can be seen posing in a shirt with his hands on his waist. Kapoor captioned the post, ‚ÄúYes it is me. Happy school days.‚Äù Reacting to the picture, Shabana Azmi commented, ‚ÄúUnrecognisable.""","['Boney Kapoor', 'Shabana Azmi']","['Person', 'Person']","['Producer', 'Actor']","[['school days photo'], ['unrecognizable']]","['Boney Kapoor', 'Boney Kapoor']","['Instagram', 'Shabana Azmi']","['Shared photo', 'Commented by']",,,,,,,,,,,,,,
"Tanzanian content creator and internet sensation Kili Paul, known for his videos of lip-syncing and dancing to Bollywood songs, along with his sister Neema was attacked with a knife by unknown individuals and also beaten with sticks. Paul shared a video on Instagram which showed him lying on a stretcher with a bandage on his thumb and injury on his legs.","['Kili Paul', 'Neema', 'Tanzania', 'unknown individuals']","['Person', 'Person', 'Location', 'Organization']","['Content Creator', 'Sibling', 'Country', 'Attacker']","[['lip-syncing and dancing to Bollywood songs'], [], [], []]","['Kili Paul', 'unknown individuals']","['Neema', 'Kili Paul']","['Sibling', 'attacked']",,,,,,,,,,,,,,
"Samantha Ruth Prabhu took to Instagram on Monday to post a picture of herself. Posting a picture where she is seen through the bunch of flowers, she is holding on to, Prabhu wrote, ""older and wiser."" The actress recently celebrated her 35th birthday and is currently shooting a film with Vijay Devarakonda.",['Samantha Ruth Prabhu'],['Person'],['Actress'],"[['35 years old', 'currently shooting a film with Vijay Devarakonda']]",['Samantha Ruth Prabhu'],['Instagram'],['Posted Picture On'],,,,,,,,,,,,,,
"For their upcoming film, Iravin Nizhal, Director Parthiban and AR Rahman launched the first song on Sunday. During the event, Parthiban lost his cool and threw the microphone at the audience leaving AR Rahman, reporters and fans shocked. Parthiban later apologised and revealed that he was under a lot of pressure and didn't think it through.","['Parthiban', 'AR Rahman', 'Iravin Nizhal']","['Person', 'Person', 'Entertainment']","['Director', 'Music Composer', 'Film']","[['under pressure'], [], []]","['Parthiban', 'Parthiban', 'Parthiban']","['Iravin Nizhal', 'AR Rahman', 'Audience']","['Director', 'Collaborator', 'Threw Microphone At']",,,,,,,,,,,,,,
"Bollywood actor Ajay Devgn, while reflecting on the success of his production and directorial venture ‚ÄòRunway 34‚Äô, said the story being an aviation thriller itself made it an exciting prospect. Being asked which role is closest to his heart, he said, ‚ÄúI am a director at heart and of course, I also love acting.‚Äú","['Ajay Devgn', 'Runway 34']","['Person', 'Entertainment']","['Actor/Director', 'Movie']","[['Producer and Director of Runway 34'], []]",['Ajay Devgn'],['Runway 34'],['Producer and Director'],,,,,,,,,,,,,,
"Anang Desai, who is best known for playing the role of Tulsidas Parekh (Babuji) in 'Khichdi', once shared that it gave him a ""new identity"". In an interview with the Indian Express, Anang credited his success to Khichdi, saying that initially he played both positive and negative roles on TV, but he started getting comedy roles only after the show.","['Anang Desai', 'Khichdi']","['Person', 'Entertainment']","['Actor', 'TV Show']","[['played Babuji in Khichdi', 'gave him a new identity'], []]",['Anang Desai'],['Khichdi'],['Played Role In'],,,,,,,,,,,,,,
"Indian film critic and trade analyst Taran Adarsh, in a tweet on Thursday, revealed that Yash-starrer KGF Chapter 2 has taken over Dangal to become the second highest grossing Hindi film. The movie has so far earned a whopping ‚Çπ391 crores surpassing Dangal‚Äôs ‚Çπ387 crore. Bahubali 2 remains on the top with ‚Çπ511 crore.","['Yash', 'KGF Chapter 2', 'Dangal', 'Bahubali 2', 'Taran Adarsh']","['Person', 'Entertainment', 'Entertainment', 'Entertainment', 'Person']","['Actor', 'Movie', 'Movie', 'Movie', 'Film Critic']","[[], ['earned ‚Çpi391 crores'], ['earned ‚Çpi387 crore'], ['earned ‚Çpi511 crore'], []]","['KGF Chapter 2', 'KGF Chapter 2', 'Dangal', 'Bahubali 2', 'KGF Chapter 2']","['Yash', 'Taran Adarsh', 'Taran Adarsh', 'Taran Adarsh', 'Dangal']","['Starring', 'Revealed by', 'Revealed by', 'Revealed by', 'Surpassed earnings of']",,,,,,,,,,,,,,
"Comedian Dave Chappelle was tackled during a performance at the Hollywood Bowl on Tuesday and a man was later arrested. Security guards chased the attacker and Chappelle was able to continue his performance. According to the pic shared by police, the assailant was carrying a replica handgun with a large blade that folded out of it similar to a pocket knife.",Error parsing JSON:,Expecting ':' delimiter: line 1 column 452 (char 451),and Headline Number is:,64,,,,,,,,,,,,,,,,,
"On being asked about her future plans with Arjun Kapoor, Malaika Arora in an interview with TOI said that the two are indeed thinking about the future of their relationship ‚ÄúI always tell him that I want to grow old with you. We will figure out the rest, but I know he's my man,"" added Malaika. The couple has been together for more than four years now.","['Malaika Arora', 'Arjun Kapoor']","['Person', 'Person']","['Actress', 'Actor']","[['been together for more than 4 years'], []]",['Malaika Arora'],['Arjun Kapoor'],['Future Plans'],,,,,,,,,,,,,,
"On being asked about her future plans with Arjun Kapoor, Malaika Arora in an interview with TOI said that the two are indeed thinking about the future of their relationship ‚ÄúI always tell him that I want to grow old with you. We will figure out the rest, but I know he's my man,"" added Malaika. The couple has been together for more than four years now.","['Malaika Arora', 'Arjun Kapoor']","['Person', 'Person']","['Actress', 'Actor']","[['been together for more than 4 years'], []]",['Malaika Arora'],['Arjun Kapoor'],['Future Plans'],,,,,,,,,,,,,,
"Vicky Kaushal's female fan, Rimjhim, could not keep calm after she met the actor. The fan met Vicky outside his vanity van, and was so overwhelmed after the actor hugged her. In a video shared by the Instagram user, she can be seen sobbing and shaking as Vicky meets her. Vicky is often found interacting with his fans and ready for pictures and autographs.","['Vicky Kaushal', 'Rimjhim']","['Person', 'Person']","['Actor', 'Fan']","[[], []]","['Vicky Kaushal', 'Vicky Kaushal']","['Rimjhim', 'Rimjhim']","['Met', 'Hugged']",,,,,,,,,,,,,,
"Actor Kiara Advani does not believe that Bollywood is dependent on the South Indian film industry for content. ""I don't agree that Bollywood is banking on South for content. Sometimes a small film, which is a gem from a certain language, has the potential to reach out to a wider audience,"" she said during the promotion of her upcoming film Bhool Bhulaiyaa 2.","['Kiara Advani', 'Bollywood', 'South Indian Film Industry', 'Bhool Bhulaiyaa 2']","['Person', 'Organization', 'Organization', 'Entertainment']","['Actor', 'Film Industry', 'Film Industry', 'Movie']","[[], [], [], []]","['Kiara Advani', 'Kiara Advani', 'Kiara Advani']","['Bollywood', 'South Indian Film Industry', 'Bhool Bhulaiyaa 2']","['Part of', ""Doesn't Agree Dependent On"", 'Promoting']",,,,,,,,,,,,,,
"Actor Kiara Advani does not believe that Bollywood is dependent on the South Indian film industry for content. ""I don't agree that Bollywood is banking on South for content. Sometimes a small film, which is a gem from a certain language, has the potential to reach out to a wider audience,"" she said during the promotion of her upcoming film Bhool Bhulaiyaa 2.","['Kiara Advani', 'Bollywood', 'South Indian Film Industry', 'Bhool Bhulaiyaa 2']","['Person', 'Organization', 'Organization', 'Entertainment']","['Actor', 'Film Industry', 'Film Industry', 'Movie']","[[], [], [], []]","['Kiara Advani', 'Kiara Advani', 'Kiara Advani']","['Bollywood', 'South Indian Film Industry', 'Bhool Bhulaiyaa 2']","['Part of', ""Doesn't Agree Dependent On"", 'Promoting']",,,,,,,,,,,,,,
"Fatima Sana Shaikh, who is gearing up for the release of her upcoming film, 'Thar', treated her fans to summer-special pictures on Wednesday. Fatima can be seen donning an off-shoulder lilac-coloured bodycon dress in her Instagram post. She added an oomph with golden hooped earrings and transparent stilettos to her easy-breezy look. ""Purple haze,"" she wrote.","['Fatima Sana Shaikh', 'Thar']","['Person', 'Entertainment']","['Actress', 'Movie']","[['Upcoming film Thar'], []]",['Fatima Sana Shaikh'],['Thar'],['Actress in'],,,,,,,,,,,,,,
"Tom Cruise is making a comeback as Maverick Mitchell, an aviator of US aircraft carrier Top Gun in an upcoming film, 'Top Gun: Maverick' after 36 years. It is a sequel to his 1986 movie 'Top Gun'. Maverick is returning to the Top Gun fighter weapons school in the new film. He attended its world premiere on Wednesday and joked saying, ""I was a little slow.""","['Tom Cruise', 'Maverick Mitchell']","['Person', 'Character']","['Actor', 'Fictional Character']","[['returning to Top Gun fighter weapons school', 'joked saying, ‘I was a little slow.’'], ['aviator of US aircraft carrier Top Gun', ""sequel to 1986 movie 'Top Gun'""]]","['Tom Cruise', 'Maverick Mitchell', 'Maverick Mitchell']","['Maverick Mitchell', 'US aircraft carrier Top Gun', 'Top Gun fighter weapons school']","['Plays character', 'Aviator', 'Attends']",,,,,,,,,,,,,,
"Ajay Devgn on Thursday took to Twitter to pen a heartwarming note for Akshay Kumar, who recently completed 30 years in Bollywood. The actor wrote, ‚ÄúHope you set new records. Will always be there rooting, cheering for you.‚Äù Replying to which Akshay wrote ‚Äúlucky to have supportive peers like you.‚Äù Both have co-starred in films like Khakee, Insan, and Suhaag.","['Ajay Devgn', 'Akshay Kumar', 'Twitter']","['Person', 'Person', 'Platform']","['Actor', 'Actor', 'Social Media']","[[], [], []]","['Ajay Devgn', 'Ajay Devgn', 'Akshay Kumar']","['Akshay Kumar', 'Twitter', 'Ajay Devgn']","['co-actor', 'Posted message', 'Received message']",,,,,,,,,,,,,,
"Gulshan Kumar was an iconic music and film producer who founded the T-series, which is a favourite in Bollywood. Before entering the music industry, Kumar worked with his father, who ran a juice shop in Delhi. The renowned singer also tried his hands at direction in the film ‚ÄòBewafa Sanam‚Äô. Kumar was murdered by the Mumbai underworld in 1997.","['Gulshan Kumar', 'T-series', 'Delhi', 'juice shop', 'Bewafa Sanam']","['Person', 'Organization', 'Location', 'Business', 'Entertainment']","['Producer', 'Music Company', 'City', 'Retail Store', 'Film']","[['Founder of T-Series', 'murdered by mumbai underworld in 1997'], ['Favourite in Bollywood'], [], ['Run by father'], ['Directed by Gulshan Kumar']]","['Gulshan Kumar', 'Gulshan Kumar', 'Gulshan Kumar']","['T-series', 'juice shop', 'Bewafa Sanam']","['Founder', 'Worked', 'Director']",,,,,,,,,,,,,,
"Hollywood Actress Amber Heard broke down in court as she testified against ex-husband Johnny Depp on Thursday. The Aquaman star revealed that Depp slapped her repeatedly after she asked him about his tattoo. ""He slapped me across the face. I didn't know what was going on."" She then said that he slapped her twice more and said ""you think it's funny, b****?"".","['Amber Heard', 'Johnny Depp']","['Person', 'Person']","['Actress', 'Actor']","[['testified against ex-husband Johnny Depp', 'revealed repeated slapping by Johnny Depp'], []]","['Amber Heard', 'Amber Heard', 'Johnny Depp']","['Johnny Depp', 'Johnny Depp', 'Amber Heard']","['ex-husband', 'slapped', 'slapped']",,,,,,,,,,,,,,
"In the Jai Bhim Vanniyar case, FIRs have been issued against actor Suriya, his wife and actress Jyothika and director TJ Gnanavel. The court on April 29, agreed to the petitioner's argument that Vanniyar community were presented in a bad light in the movie and directed the Chennai police to file an FIR. The hearing is scheduled for May 20.","['Suriya', 'Jyothika', 'TJ Gnanavel', 'Vanniyar community', 'Chennai Police', 'Court', 'Petitioner']","['Person', 'Person', 'Person', 'Community', 'Organization', 'Institution', 'Person']","['Actor', 'Actress', 'Director', 'Community', 'Police Department', 'Legal Institution', 'Individual']","[['FIR issued against him'], ['FIR issued against her'], ['FIR issued against him'], ['presented in a bad light in the movie'], ['directed to file an FIR'], [""agreed to the petitioner's argument""], []]","['Suriya', 'Jyothika', 'TJ Gnanavel', 'Vanniyar community', 'Court', 'Petitioner']","['FIR', 'FIR', 'FIR', 'Movie', 'Chennai Police', 'Court']","['Issued against', 'Issued against', 'Issued against', 'Presented in a bad light', 'Directed', 'Filed a petition']",,,,,,,,,,,,,,
"Filmmaker Vivek Agnihotri‚Äôs media conference in Delhi was canceled on Thursday, which led him to hold the same at a five-star hotel. Agnihotri said the international political campaign against him and his movie ‚ÄòThe Kashmir Files‚Äô by foreign media led the Foreign Correspondents' Club and Press Club Of India (PCI) to cancel the press conference.","['Vivek Agnihotri', 'Delhi', 'Five-Star Hotel', 'Foreign Media', 'The Kashmir Files', 'International Political Campaign', 'Press Conference', ""Foreign Correspondents' Club"", 'Press Club Of India (PCI)']","['Person', 'Location', 'Location', 'Organization', 'Entertainment', 'Event', 'Event', 'Organization', 'Organization']","['Filmmaker', 'City', 'Hotel', 'Media House', 'Movie', 'Political Event', 'Conference', 'Club', 'Club']","[[], [], [], [], [], [], [], [], []]","['Vivek Agnihotri', 'Vivek Agnihotri', 'Vivek Agnihotri', 'Foreign Media', ""Foreign Correspondents' Club"", 'Press Club Of India (PCI)']","['Delhi', 'Five-Star Hotel', 'The Kashmir Files', 'The Kashmir Files', 'Press Conference', 'Press Conference']","['Happened in', 'Held at', 'Director of', 'Campaigning against', 'Canceled by', 'Canceled by']",,,,,,,,,,,,,,
"Just a day after KGF Chapter 2 became the second-highest-grossing Hindi film of all time, the Yash starrer has created yet another record in terms of OTT deals. The film‚Äôs OTT rights have been acquired for around ‚Çπ 320 crores mostly by Amazon Prime. The film will reportedly start streaming from May 27. Worldwide the film has collected more than ‚Çπ1000 crore.",['KGF Chapter 2'],['Entertainment'],['Movie'],"[['second highest grossing hindi film', 'OTT rights acquired for 320 crores', 'streaming from may 27', 'worldwide collection over 1000 crore']]",['KGF Chapter 2'],['Amazon Prime'],['OTT rights acquired by'],,,,,,,,,,,,,,
"Model-actor Poonam Pandey revealed that she lost her sense of smell after domestic violence by her ex-husband Sam Bombay. In a conversation with ETimes after leaving the reality show 'Lock Upp', she said, ""I lost the sense of smell completely, I ask‚Ä¶‚Äù Pandey opened up about the abuse, saying that he once beat her so much that it caused her brain hemorrhage.","['Poonam Pandey', 'Sam Bombay']","['Person', 'Person']","['Model-Actor', 'Ex-Husband']","[['lost sense of smell due to domestic violence', 'brain hemorrhage due to beating'], ['domestic violence']]","['Poonam Pandey', 'Poonam Pandey']","['Sam Bombay', 'ETimes']","['ex-husband', 'conversation with']",,,,,,,,,,,,,,
"Shahana Goswami, known for her roles in 'Rock On' and 'Ra.One', disappeared from Bollywood after the film 'Heroine'. Goswami moved to Paris in 2015 and returned to India in 2020. She said she moved out to look for meatier roles and to quench her love for travel. Goswami later appeared in Netflix series 'The Suitable Boy' and 'Bombay Begums'.",['Shahana Goswami'],['Person'],['Actress'],"[['roles in Rock On, Ra.One, Heroine', 'moved to Paris in 2015', 'returned to India in 2020', 'appeared in Netflix series The Suitable Boy and Bombay Begums']]","['Shahana Goswami', 'Shahana Goswami', 'Shahana Goswami', 'Shahana Goswami', 'Shahana Goswami', 'Shahana Goswami', 'Shahana Goswami']","['Rock On', 'Ra.One', 'Heroine', 'Paris', 'India', 'Netflix series The Suitable Boy', 'Netflix series Bombay Begums']","['Role in', 'Role in', 'Disappeared from', 'Moved to', 'Returned to', 'Appeared in', 'Appeared in']",,,,,,,,,,,,,,
